FileName,Sentence,Clean sentence,Lemmatized
doc5.txt,"No, it has not been a failure of resolve that has led us to this chaos, but a failure of strategy ?",failure resolve led chaos failure strategy,failure resolve lead chaos failure strategy
doc5.txt,and that strategy must change.,strategy change,strategy change
doc5.txt,"It may be politically advantageous for the President to simply define victory as staying and defeat as leaving, but it prevents a serious conversation about the realistic objectives we can still achieve in Iraq.",politically advantageous president simply define victory staying defeat leaving prevents conversation realistic objectives achieve iraq,politically advantageous president simply define victory stay defeat leave prevent conversation realistic objective achieve iraq
doc5.txt,Dreams of democracy and hopes for a perfect government are now just that ?,dreams democracy hopes perfect government,dream democracy hope perfect government
doc5.txt,dreams and hopes.,dreams hopes,dream hope
doc5.txt,We must instead turn our focus to those concrete objectives that are possible to attain ?,instead turn focus concrete objectives possible attain,instead turn focus concrete objective possible attain
doc5.txt,"namely, preventing Iraq from becoming what Afghanistan once was, maintaining our influence in the Middle East, and forging a political settlement to stop the sectarian violence so that our troops can come home.",preventing iraq afghanistan maintaining influence middle east forging political settlement stop sectarian violence troops come home,prevent iraq afghanistan maintain influence middle east forge political settlement stop sectarian violence troop come home
doc5.txt,There is no reason to believe that more of the same will achieve these objectives in Iraq.,reason believe achieve objectives iraq,reason believe achieve objective iraq
doc5.txt,"And, while some have proposed escalating this war by adding thousands of more troops, there is little reason to believe that this will achieve these results either.",proposed escalating war adding thousands troops little reason believe achieve results,propose escalate war add thousand troop little reason believe achieve result
doc5.txt,"It’s not clear that these troop levels are sustainable for a significant period of time, and according to our commanders on the ground, adding American forces will only relieve the Iraqis from doing more on their own.",’s clear troop levels sustainable significant period time according commanders ground adding american forces relieve iraqis,’ clear troop level sustainable significant period time accord commander ground add american force relieve iraqis
doc5.txt,"Moreover, without a coherent strategy or better cooperation from the Iraqis, we would only be putting more of our soldiers in the crossfire of a civil war.",coherent strategy cooperation iraqis soldiers crossfire civil war,coherent strategy cooperation iraqis soldier crossfire civil war
doc5.txt,Let me underscore this point.,let me underscore point,let i underscore point
doc5.txt,"The American soldiers I met when I traveled to Iraq this year were performing their duties with bravery, with brilliance, and without question.",american soldiers i met i traveled iraq year performing duties bravery brilliance question,american soldier i meet i travel iraq year perform duty bravery brilliance question
doc5.txt,They are doing so today.,today,today
doc5.txt,"They have battled insurgents, secured cities, and maintained some semblance of order in Iraq.",battled insurgents secured cities maintained semblance order iraq,battle insurgent secure city maintain semblance order iraq
doc5.txt,"But even as they have carried out their responsibilities with excellence and valor, they have also told me that there is no military solution to this war.",carried responsibilities excellence valor told me military solution war,carry responsibility excellence valor tell i military solution war
doc5.txt,"Our troops can help suppress the violence, but they cannot solve its root causes.",troops help suppress violence solve root causes,troop help suppress violence solve root cause
doc5.txt,"And all the troops in the world won’t be able to force Shia, Sunni, and Kurd to sit down at a table, resolve their differences, and forge a lasting peace.",troops world wo able force shia sunni kurd sit table resolve differences forge peace,troop world wo able force shia sunni kurd sit table resolve difference forge peace
doc5.txt,I have long said that the only solution in Iraq is a political one.,i long solution iraq political,i long solution iraq political
doc5.txt,"To reach such a solution, we must communicate clearly and effectively to the factions in Iraq that the days of asking, urging, and waiting for them to take control of their own country are coming to an end.",reach solution communicate clearly effectively factions iraq days asking urging waiting control country coming end,reach solution communicate clearly effectively faction iraq day ask urge wait control country come end
doc5.txt,"No more coddling, no more equivocation.",coddling equivocation,coddling equivocation
doc5.txt,Our best hope for success is to use the tools we have ?,best hope success use tools,good hope success use tool
doc5.txt,"military, financial, diplomatic ?",military financial diplomatic,military financial diplomatic
doc5.txt,to pressure the Iraqi leadership to finally come to a political agreement between the warring factions that can create some sense of stability in the country and bring this conflict under control.,pressure iraqi leadership finally come political agreement warring factions create sense stability country bring conflict control,pressure iraqi leadership finally come political agreement war faction create sense stability country bring conflict control
doc5.txt,The first part of this strategy begins by exerting the greatest leverage we have on the Iraqi government ?,strategy begins exerting greatest leverage iraqi government,strategy begin exert great leverage iraqi government
doc5.txt,a phased redeployment of U.S. troops from Iraq on a timetable that would begin in four to six months.,phased redeployment u.s. troops iraq timetable begin months,phase redeployment u.s. troop iraq timetable begin month
doc5.txt,"When I first advocated steps along these lines over a year ago, I had hoped that this phased redeployment could begin by the end of 2006.",i advocated steps lines year ago i hoped phased redeployment begin end 2006,i advocate step line year ago i hope phase redeployment begin end 2006
doc5.txt,"Such a timetable may now need to begin in 2007, but begin it must.",timetable need begin 2007 begin,timetable need begin 2007 begin
doc5.txt,For only through this phased redeployment can we send a clear message to the Iraqi factions that the U.S. is not going to hold together this country indefinitely ?,phased redeployment send clear message iraqi factions u.s. hold country indefinitely,phase redeployment send clear message iraqi faction u.s. hold country indefinitely
doc5.txt,that it will be up to them to form a viable government that can effectively run and secure Iraq.,form viable government effectively run secure iraq,form viable government effectively run secure iraq
doc5.txt,Let me be more specific.,let me specific,let i specific
doc5.txt,The President should announce to the Iraqi people that our policy will include a gradual and substantial reduction in U.S. forces.,president announce iraqi people policy include gradual substantial reduction u.s. forces,president announce iraqi people policy include gradual substantial reduction u.s. force
doc5.txt,He should then work with our military commanders to map out the best plan for such a redeployment and determine precise levels and dates.,work military commanders map best plan redeployment determine precise levels dates,work military commander map good plan redeployment determine precise level date
doc5.txt,"When possible, this should be done in consultation with the Iraqi government ?",possible consultation iraqi government,possible consultation iraqi government
doc5.txt,but it should not depend on Iraqi approval.,depend iraqi approval,depend iraqi approval
doc5.txt,I am not suggesting that this timetable be overly-rigid.,i suggesting timetable overly rigid,i suggest timetable overly rigid
doc5.txt,"We cannot compromise the safety of our troops, and we should be willing to adjust to realities on the ground.",compromise safety troops willing adjust realities ground,compromise safety troop willing adjust reality ground
doc5.txt,The redeployment could be temporarily suspended if the parties in Iraq reach an effective political arrangement that stabilizes the situation and they offer us a clear and compelling rationale for maintaining certain troop levels.,redeployment temporarily suspended parties iraq reach effective political arrangement stabilizes situation offer clear compelling rationale maintaining certain troop levels,redeployment temporarily suspend party iraq reach effective political arrangement stabilize situation offer clear compelling rationale maintain certain troop level
doc5.txt,"Moreover, it could be suspended if at any point U.S. commanders believe that a further reduction would put American troops in danger.",suspended point u.s. commanders believe reduction american troops danger,suspend point u.s. commander believe reduction american troop danger
doc5.txt,Drawing down our troops in Iraq will allow us to redeploy additional troops to Northern Iraq and elsewhere in the region as an over-the-horizon force.,drawing troops iraq allow redeploy additional troops northern iraq region horizon force,draw troop iraq allow redeploy additional troop northern iraq region horizon force
doc5.txt,"This force could help prevent the conflict in Iraq from becoming a wider war, consolidate gains in Northern Iraq, reassure allies in the Gulf, allow our troops to strike directly at al Qaeda wherever it may exist, and demonstrate to international terrorist organizations that they have not driven us from the region.",force help prevent conflict iraq wider war consolidate gains northern iraq reassure allies gulf allow troops strike directly al qaeda exist demonstrate international terrorist organizations driven region,force help prevent conflict iraq wide war consolidate gain northern iraq reassure ally gulf allow troop strike directly al qaeda exist demonstrate international terrorist organization drive region
doc5.txt,"Perhaps most importantly, some of these troops could be redeployed to Afghanistan, where our lack of focus and commitment of resources has led to an increasing deterioration of the security situation there.",importantly troops redeployed afghanistan lack focus commitment resources led increasing deterioration security situation,importantly troop redeploy afghanistan lack focus commitment resource lead increase deterioration security situation
doc5.txt,"The President’s decision to go to war in Iraq has had disastrous consequences for Afghanistan -- we have seen a fierce Taliban offensive, a spike in terrorist attacks, and a narcotrafficking problem spiral out of control.",president decision war iraq disastrous consequences afghanistan fierce taliban offensive spike terrorist attacks narcotrafficking problem spiral control,president decision war iraq disastrous consequence afghanistan fierce taliban offensive spike terrorist attack narcotrafficking problem spiral control
doc5.txt,"Instead of consolidating the gains made by the Karzai government, we are backsliding towards chaos.",instead consolidating gains karzai government backsliding chaos,instead consolidate gain karzai government backslide chaos
doc5.txt,"By redeploying from Iraq to Afghanistan, we will answer NATO’s call for more troops and provide a much-needed boost to this critical fight against terrorism.",redeploying iraq afghanistan answer nato troops provide needed boost critical fight terrorism,redeploy iraq afghanistan answer nato troop provide need boost critical fight terrorism
doc5.txt,"As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.",phased redeployment executed majority u.s. troops remaining iraq dedicated critical visible roles protecting logistics supply points critical infrastructure american enclaves like green zone acting rapid reaction force respond emergencies terrorists,phased redeployment execute majority u.s. troop remain iraq dedicate critical visible role protect logistic supply point critical infrastructure american enclave like green zone act rapid reaction force respond emergency terrorist
doc5.txt,"In such a scenario, it is conceivable that a significantly reduced U.S. force might remain in Iraq for a more extended period of time.",scenario conceivable significantly reduced u.s. force remain iraq extended period time,scenario conceivable significantly reduce u.s. force remain iraq extended period time
doc5.txt,But only if U.S. commanders think such a force would be effective; if there is substantial movement towards a political solution among Iraqi factions; if the Iraqi government showed a serious commitment to disbanding the militias; and if the Iraqi government asked us ?,u.s. commanders think force effective substantial movement political solution iraqi factions iraqi government commitment disbanding militias iraqi government asked,u.s. commander think force effective substantial movement political solution iraqi faction iraqi government commitment disband militia iraqi government ask
doc5.txt,in a public and unambiguous way ?,public unambiguous way,public unambiguous way
doc5.txt,for such continued support.,continued support,continued support
doc5.txt,"We would make clear in such a scenario that the United States would not be maintaining permanent military bases in Iraq, but would do what was necessary to help prevent a total collapse of the Iraqi state and further polarization of Iraqi society.",clear scenario united states maintaining permanent military bases iraq necessary help prevent total collapse iraqi state polarization iraqi society,clear scenario united states maintain permanent military basis iraq necessary help prevent total collapse iraqi state polarization iraqi society
doc5.txt,Such a reduced but active presence will also send a clear message to hostile countries like Iran and Syria that we intend to remain a key player in this region.,reduced active presence send clear message hostile countries like iran syria intend remain key player region,reduced active presence send clear message hostile country like iran syria intend remain key player region
doc5.txt,"The second part of our strategy should be to couple this phased redeployment with a more effective plan that puts the Iraqi security forces in the lead, intensifies and focuses our efforts to train those forces, and expands the numbers of our personnel ?",second strategy couple phased redeployment effective plan iraqi security forces lead intensifies focuses efforts train forces expands numbers personnel,second strategy couple phase redeployment effective plan iraqi security force lead intensifie focus effort train force expand number personnel
doc5.txt,especially special forces ?,especially special forces,especially special force
doc5.txt,who are deployed with Iraqi as units advisers.,deployed iraqi units advisers,deploy iraqi unit adviser
doc5.txt,An increase in the quality and quantity of U.S. personnel in training and advisory roles can guard against militia infiltration of Iraqi units; develop the trust and goodwill of Iraqi soldiers and the local populace; and lead to better intelligence while undercutting grassroots support for the insurgents.,increase quality quantity u.s. personnel training advisory roles guard militia infiltration iraqi units develop trust goodwill iraqi soldiers local populace lead intelligence undercutting grassroots support insurgents,increase quality quantity u.s. personnel training advisory role guard militia infiltration iraqi unit develop trust goodwill iraqi soldier local populace lead intelligence undercut grassroots support insurgent
doc5.txt,Let me emphasize one vital point ?,let me emphasize vital point,let i emphasize vital point
doc5.txt,any U.S. strategy must address the problem of sectarian militias in Iraq.,u.s. strategy address problem sectarian militias iraq,u.s. strategy address problem sectarian militia iraq
doc5.txt,"In the absence of a genuine commitment on the part of all of the factions in Iraq to deal with this issue, it is doubtful that a unified Iraqi government can function for long, and it is doubtful that U.S. forces, no matter how large, can prevent an escalation of widespread sectarian killing.",absence genuine commitment factions iraq deal issue doubtful unified iraqi government function long doubtful u.s. forces matter large prevent escalation widespread sectarian killing,absence genuine commitment faction iraq deal issue doubtful unified iraqi government function long doubtful u.s. force matter large prevent escalation widespread sectarian killing
doc5.txt,"Of course, in order to convince the various factions to embark on the admittedly difficult task of disarming their militias, the Iraqi government must also make headway on reforming the institutions that support the military and the police.",course order convince factions embark admittedly difficult task disarming militias iraqi government headway reforming institutions support military police,course order convince faction embark admittedly difficult task disarm militia iraqi government headway reform institution support military police
doc5.txt,"We can teach the soldiers to fight and police to patrol, but if the Iraqi government will not properly feed, adequately pay, or provide them with the equipment they need, they will continue to desert in large numbers, or maintain fealty only to their religious group rather than the national government.",teach soldiers fight police patrol iraqi government properly feed adequately pay provide equipment need continue desert large numbers maintain fealty religious group national government,teach soldier fight police patrol iraqi government properly feed adequately pay provide equipment need continue desert large number maintain fealty religious group national government
doc5.txt,The security forces have to be far more inclusive ?,security forces far inclusive,security force far inclusive
doc5.txt,standing up an army composed mainly of Shiites and Kurds will only cause the Sunnis to feel more threatened and fight even harder.,standing army composed mainly shiites kurds cause sunnis feel threatened fight harder,stand army compose mainly shiites kurds cause sunnis feel threatened fight hard
doc5.txt,The third part of our strategy should be to link continued economic aid in Iraq with the existence of tangible progress toward a political settlement.,strategy link continued economic aid iraq existence tangible progress political settlement,strategy link continued economic aid iraq existence tangible progress political settlement
doc5.txt,"So far, Congress has given the Administration unprecedented flexibility in determining how to spend more than $20 billion dollars in Iraq.",far congress administration unprecedented flexibility determining spend $ 20 billion dollars iraq,far congress administration unprecedented flexibility determine spend $ 20 billion dollar iraq
doc5.txt,"But instead of effectively targeting this aid, we have seen some of the largest waste, fraud, and abuse of foreign aid in American history.",instead effectively targeting aid largest waste fraud abuse foreign aid american history,instead effectively target aid large waste fraud abuse foreign aid american history
doc5.txt,"Today, the Iraqi landscape is littered with ill-conceived, half-finished projects that have done almost nothing to help the Iraqi people or stabilize the country.",today iraqi landscape littered ill conceived half finished projects help iraqi people stabilize country,today iraqi landscape litter ill conceived half finish project help iraqi people stabilize country
doc5.txt,"This must end in the next session of Congress, when we reassert our authority to oversee the management of this war.",end session congress reassert authority oversee management war,end session congress reassert authority oversee management war
doc5.txt,This means no more bloated no-bid contracts that cost the taxpayers millions in overhead and administrative expenses.,means bloated bid contracts cost taxpayers millions overhead administrative expenses,mean bloated bid contract cost taxpayer million overhead administrative expense
doc5.txt,We need to continue to provide some basic reconstruction funding that will be used to put Iraqis to work and help our troops stabilize key areas.,need continue provide basic reconstruction funding used iraqis work help troops stabilize key areas,need continue provide basic reconstruction funding use iraqis work help troop stabilize key area
doc5.txt,But we need to also move towards more condition-based aid packages where economic assistance is contingent upon the ability of Iraqis to make measurable progress on reducing sectarian violence and forging a lasting political settlement.,need condition based aid packages economic assistance contingent ability iraqis measurable progress reducing sectarian violence forging lasting political settlement,need condition base aid package economic assistance contingent ability iraqis measurable progress reduce sectarian violence forge lasting political settlement
doc5.txt,"Finally, we have to realize that the entire Middle East has an enormous stake in the outcome of Iraq, and we must engage neighboring countries in finding a solution.",finally realize entire middle east enormous stake outcome iraq engage neighboring countries finding solution,finally realize entire middle east enormous stake outcome iraq engage neighboring country find solution
doc5.txt,"This includes opening dialogue with both Syria and Iran, an idea supported by both James Baker and Robert Gates.",includes opening dialogue syria iran idea supported james baker robert gates,include open dialogue syria iran idea support james baker robert gates
doc5.txt,"We know these countries want us to fail, and we should remain steadfast in our opposition to their support of terrorism and Iran’s nuclear ambitions.",know countries want fail remain steadfast opposition support terrorism iran nuclear ambitions,know country want fail remain steadfast opposition support terrorism iran nuclear ambition
doc5.txt,"But neither Iran nor Syria want to see a security vacuum in Iraq filled with chaos, terrorism, refugees, and violence, as it could have a destabilizing effect throughout the entire region ?",iran syria want security vacuum iraq filled chaos terrorism refugees violence destabilizing effect entire region,iran syria want security vacuum iraq fill chaos terrorism refugee violence destabilizing effect entire region
doc5.txt,and within their own countries.,countries,country
doc5.txt,"And so I firmly believe that we should convene a regional conference with the Iraqis, Saudis, Iranians, Syrians, the Turks, Jordanians, the British and others.",i firmly believe convene regional conference iraqis saudis iranians syrians turks jordanians british,i firmly believe convene regional conference iraqis saudis iranians syrians turks jordanians british
doc5.txt,"The goal of this conference should be to get foreign fighters out of Iraq, prevent a further descent into civil war, and push the various Iraqi factions towards a political solution.",goal conference foreign fighters iraq prevent descent civil war push iraqi factions political solution,goal conference foreign fighter iraq prevent descent civil war push iraqi faction political solution
doc5.txt,Make no mistake ?,mistake,mistake
doc5.txt,"if the Iranians and Syrians think they can use Iraq as another Afghanistan or a staging area from which to attack Israel or other countries, they are badly mistaken.",iranians syrians think use iraq afghanistan staging area attack israel countries badly mistaken,iranians syrians think use iraq afghanistan staging area attack israel country badly mistaken
doc5.txt,It is in our national interest to prevent this from happening.,national interest prevent happening,national interest prevent happen
doc5.txt,"We should also make it clear that, even after we begin to drawdown forces, we will still work with our allies in the region to combat international terrorism and prevent the spread of weapons of mass destruction.",clear begin drawdown forces work allies region combat international terrorism prevent spread weapons mass destruction,clear begin drawdown force work ally region combat international terrorism prevent spread weapon mass destruction
doc5.txt,It is simply not productive for us not to engage in discussions with Iran and Syria on an issue of such fundamental importance to all of us.,simply productive engage discussions iran syria issue fundamental importance,simply productive engage discussion iran syria issue fundamental importance
doc5.txt,This brings me to a set of broader points.,brings me set broader points,bring i set broad point
doc5.txt,"As we change strategy in Iraq, we should also think about what Iraq has taught us about America’s strategy in the wider struggle against rogue threats and international terrorism.",change strategy iraq think iraq taught america strategy wider struggle rogue threats international terrorism,change strategy iraq think iraq teach america strategy wide struggle rogue threat international terrorism
doc5.txt,Many who supported the original decision to go to war in Iraq have argued that it has been a failure of implementation.,supported original decision war iraq argued failure implementation,support original decision war iraq argue failure implementation
doc5.txt,But I have long believed it has also been a failure of conception ?,i long believed failure conception,i long believe failure conception
doc5.txt,that the rationale behind the war itself was misguided.,rationale war misguided,rationale war misguide
doc5.txt,"And so going forward, I believe there are strategic lessons to be learned from this as we continue to confront the new threats of this new century.",forward i believe strategic lessons learned continue confront new threats new century,forward i believe strategic lesson learn continue confront new threat new century
doc5.txt,The first is that we should be more modest in our belief that we can impose democracy on a country through military force.,modest belief impose democracy country military force,modest belief impose democracy country military force
doc5.txt,"In the past, it has been movements for freedom from within tyrannical regimes that have led to flourishing democracies; movements that continue today.",past movements freedom tyrannical regimes led flourishing democracies movements continue today,past movement freedom tyrannical regime lead flourish democracy movement continue today
doc5.txt,"This doesn’t mean abandoning our values and ideals; wherever we can, it’s in our interest to help foster democracy through the diplomatic and economic resources at our disposal.",mean abandoning values ideals ’s interest help foster democracy diplomatic economic resources disposal,mean abandon value ideal ’ interest help foster democracy diplomatic economic resource disposal
doc5.txt,"But even as we provide such help, we should be clear that the institutions of democracy ?",provide help clear institutions democracy,provide help clear institution democracy
doc5.txt,"free markets, a free press, a strong civil society ?",free markets free press strong civil society,free market free press strong civil society
doc5.txt,"cannot be built overnight, and they cannot be built at the end of a barrel of a gun.",built overnight built end barrel gun,build overnight build end barrel gun
doc5.txt,And so we must realize that the freedoms FDR once spoke of ?,realize freedoms fdr spoke,realize freedom fdr speak
doc5.txt,especially freedom from want and freedom from fear ?,especially freedom want freedom fear,especially freedom want freedom fear
doc5.txt,do not just come from deposing a tyrant and handing out ballots; they are only realized once the personal and material security of a people is ensured as well.,come deposing tyrant handing ballots realized personal material security people ensured,come depose tyrant hand ballot realize personal material security people ensure
doc5.txt,"The second lesson is that in any conflict, it is not enough to simply plan for war; you must also plan for success.",second lesson conflict simply plan war plan success,second lesson conflict simply plan war plan success
doc5.txt,Much has been written about how the military invasion of Iraq was planned without any thought to what political situation we would find after Baghdad fell.,written military invasion iraq planned thought political situation find baghdad fell,write military invasion iraq plan thought political situation find baghdad fall
doc5.txt,Such lack of foresight is simply inexcusable.,lack foresight simply inexcusable,lack foresight simply inexcusable
doc5.txt,"If we commit our troops anywhere in the world, it is our solemn responsibility to define their mission and formulate a viable plan to fulfill that mission and bring our troops home.",commit troops world solemn responsibility define mission formulate viable plan fulfill mission bring troops home,commit troop world solemn responsibility define mission formulate viable plan fulfill mission bring troop home
doc5.txt,"The final lesson is that in an interconnected world, the defeat of international terrorism ?",final lesson interconnected world defeat international terrorism,final lesson interconnected world defeat international terrorism
doc5.txt,"and most importantly, the prevention of these terrorist organizations from obtaining weapons of mass destruction -- will require the cooperation of many nations.",importantly prevention terrorist organizations obtaining weapons mass destruction require cooperation nations,importantly prevention terrorist organization obtain weapon mass destruction require cooperation nation
doc5.txt,We must always reserve the right to strike unilaterally at terrorists wherever they may exist.,reserve right strike unilaterally terrorists exist,reserve right strike unilaterally terrorist exist
doc5.txt,"But we should know that our success in doing so is enhanced by engaging our allies so that we receive the crucial diplomatic, military, intelligence, and financial support that can lighten our load and add legitimacy to our actions.",know success enhanced engaging allies receive crucial diplomatic military intelligence financial support lighten load add legitimacy actions,know success enhance engage ally receive crucial diplomatic military intelligence financial support lighten load add legitimacy action
doc5.txt,"This means talking to our friends and, at times, even our enemies.",means talking friends times enemies,mean talk friend time enemy
doc5.txt,We need to keep these lessons in mind as we think about the broader threats America now faces ?,need lessons mind think broader threats america faces,need lesson mind think broad threat america face
doc5.txt,threats we haven’t paid nearly enough attention to because we have been distracted in Iraq.,threats paid nearly attention distracted iraq,threat pay nearly attention distract iraq
doc5.txt,"The National Intelligence Estimate, which details how we’re creating more terrorists in Iraq than we’re defeating, is the most obvious example of how the war is hurting our efforts in the larger battle against terrorism.",national intelligence estimate details creating terrorists iraq defeating obvious example war hurting efforts larger battle terrorism,national intelligence estimate detail create terrorist iraq defeat obvious example war hurt effort large battle terrorism
doc5.txt,But there are many others.,,
doc5.txt,"The overwhelming presence of our troops, our intelligence, and our resources in Iraq has stretched our military to the breaking point and distracted us from the growing threats of a dangerous world.",overwhelming presence troops intelligence resources iraq stretched military breaking point distracted growing threats dangerous world,overwhelming presence troop intelligence resource iraq stretch military breaking point distract grow threat dangerous world
doc5.txt,"The Chairman of the Joint Chiefs recently said that if a conflict arose in North Korea, we’d have to largely rely on the Navy and Air Force to take care of it, since the Army and Marines are engaged elsewhere.",chairman joint chiefs recently conflict arose north korea largely rely navy air force care army marines engaged,chairman joint chiefs recently conflict arise north korea largely rely navy air force care army marines engage
doc5.txt,"In my travels to Africa, I have seen weak governments and broken societies that can be exploited by al Qaeda.",travels africa i weak governments broken societies exploited al qaeda,travel africa i weak government break society exploit al qaeda
doc5.txt,"And on a trip to the former Soviet Union, I have seen the biological and nuclear weapons terrorists could easily steal while the world looks the other way.",trip soviet union i biological nuclear weapons terrorists easily steal world looks way,trip soviet union i biological nuclear weapon terrorist easily steal world look way
doc5.txt,There is one other place where our mistakes in Iraq have cost us dearly ?,place mistakes iraq cost dearly,place mistake iraq cost dearly
doc5.txt,and that is the loss of our government’s credibility with the American people.,loss government credibility american people,loss government credibility american people
doc5.txt,"According to a Pew survey, 42% of Americans now agree with the statement that the U.S. should ""mind its own business internationally and let other countries get along the best they can on their own.”",according pew survey 42 americans agree statement u.s. mind business internationally let countries best,accord pew survey 42 americans agree statement u.s. mind business internationally let country good
doc5.txt,We cannot afford to be a country of isolationists right now.,afford country isolationists right,afford country isolationist right
doc5.txt,"9/11 showed us that try as we might to ignore the rest of the world, our enemies will no longer ignore us.",9/11 try ignore rest world enemies longer ignore,9/11 try ignore rest world enemy long ignore
doc5.txt,"And so we need to maintain a strong foreign policy, relentless in pursuing our enemies and hopeful in promoting our values around the world.",need maintain strong foreign policy relentless pursuing enemies hopeful promoting values world,need maintain strong foreign policy relentless pursue enemy hopeful promote value world
doc5.txt,"But to guard against isolationist sentiments in this country, we must change conditions in Iraq and the policy that has characterized our time there ?",guard isolationist sentiments country change conditions iraq policy characterized time,guard isolationist sentiment country change condition iraq policy characterize time
doc5.txt,a policy based on blind hope and ideology instead of fact and reality.,policy based blind hope ideology instead fact reality,policy base blind hope ideology instead fact reality
doc5.txt,Americans called for this more serious policy a few Tuesdays ago.,americans policy tuesdays ago,americans policy tuesdays ago
doc5.txt,It’s time that we listen to their concerns and win back their trust.,’s time listen concerns win trust,’ time listen concern win trust
doc5.txt,I spoke here a year ago and delivered a message about Iraq that was similar to the one I did today.,i spoke year ago delivered message iraq similar i today,i speak year ago deliver message iraq similar i today
doc5.txt,I refuse to accept the possibility that I will have to come back a year from now and say the same thing.,i refuse accept possibility i come year thing,i refuse accept possibility i come year thing
doc5.txt,There have been too many speeches.,speeches,speech
doc5.txt,There have been too many excuses.,excuses,excuse
doc5.txt,"There have been too many flag-draped coffins, and there have been too many heartbroken families.",flag draped coffins heartbroken families,flag drape coffin heartbroken family
doc5.txt,The time for waiting in Iraq is over.,time waiting iraq,time wait iraq
doc5.txt,It is time to change our policy.,time change policy,time change policy
doc5.txt,It is time to give Iraqis their country back.,time iraqis country,time iraqis country
doc5.txt,And it is time to refocus America’s efforts on the wider struggle yet to be won.,time refocus america efforts wider struggle won,time refocus america effort wide struggle win
doc5.txt,Thank you.,thank,thank
doc6.txt, Good morning.,  good morning,  good morning
doc6.txt,"As some of you know, Senator Lugar and I recently traveled to Russia, Ukraine, and Azerbaijan to witness firsthand both the progress we're making in securing the world's most dangerous weapons, as well as the serious challenges that lie ahead.",know senator lugar i recently traveled russia ukraine azerbaijan witness firsthand progress securing world dangerous weapons challenges lie ahead,know senator lugar i recently travel russia ukraine azerbaijan witness firsthand progress secure world dangerous weapon challenge lie ahead
doc6.txt,"Now, few people understand these challenges better than the co-founder of the Cooperative Threat Reduction Program, Dick Lugar, and this is something that became particularly clear to me during one incident on the trip.",people understand challenges co founder cooperative threat reduction program dick lugar particularly clear me incident trip,people understand challenge co founder cooperative threat reduction program dick lugar particularly clear i incident trip
doc6.txt,"We were in Ukraine, visiting a pathogen laboratory in Kiev.",ukraine visiting pathogen laboratory kiev,ukraine visit pathogen laboratory kiev
doc6.txt,"This is a city of two and a half million, and in a non-descript building right in the middle of town stood this facility that once operated on the fringes of the Soviet biological weapons program.",city half million non descript building right middle town stood facility operated fringes soviet biological weapons program,city half million non descript building right middle town stand facility operate fringe soviet biological weapon program
doc6.txt,"We entered through no fences or discernible security, and once we did, we found ourselves in a building with open first-floor windows and padlocks that many of us would not use to secure our own luggage.",entered fences discernible security found building open floor windows padlocks use secure luggage,enter fence discernible security find building open floor window padlock use secure luggage
doc6.txt,Our guide then brought us right up to what looked like a mini-refrigerator.,guide brought right looked like mini refrigerator,guide bring right look like mini refrigerator
doc6.txt,"Inside, staring right at us, were rows upon rows of test tubes.",inside staring right rows rows test tubes,inside stare right row row test tube
doc6.txt,"She picked them up, clanked them around, and we listened to the translator explain what she was saying.",picked clanked listened translator explain,pick clank listen translator explain
doc6.txt,"Some of the tubes, he said, were filled with anthrax.",tubes filled anthrax,tube fill anthrax
doc6.txt,"Others, the plague.",plague,plague
doc6.txt,"At this point I turned around and said ""Hey, where's Lugar?",point i turned hey lugar,point i turn hey lugar
doc6.txt,"Doesn't he want to see this?""",want,want
doc6.txt,"I found him standing about fifteen feet away, all the way in the back of the room.",i found standing feet away way room,i find stand foot away way room
doc6.txt,"He looked at me and said, ""Been there, done that.""",looked me,look i
doc6.txt,"Of course, Dick has been there and he has done that, and thanks to the Cooperative Threat Reduction Programs he co-founded with Senator Sam Nunn, we've made amazing progress in finding, securing, and guarding some of the deadliest weapons that were left scattered throughout the former Soviet Union after the Cold War.",course dick thanks cooperative threat reduction programs co founded senator sam nunn amazing progress finding securing guarding deadliest weapons left scattered soviet union cold war,course dick thank cooperative threat reduction programs co found senator sam nunn amazing progress finding securing guard deadly weapon leave scatter soviet union cold war
doc6.txt,But this is one story that shows our job is far from finished at a time when demand for these weapons has never been greater.,story job far finished time demand weapons greater,story job far finish time demand weapon great
doc6.txt,"Right now, rogue states and despotic regimes are looking to begin or accelerate their own nuclear programs.",right rogue states despotic regimes looking begin accelerate nuclear programs,right rogue state despotic regime look begin accelerate nuclear program
doc6.txt,"And as we speak, members of Al Qaeda and other terrorists organizations are aggressively pursuing weapons of mass destruction, which they would use without hesitation.",speak members al qaeda terrorists organizations aggressively pursuing weapons mass destruction use hesitation,speak member al qaeda terrorist organization aggressively pursue weapon mass destruction use hesitation
doc6.txt,We've heard the horror stories - attempts by rogue states to recruit former Soviet weapons scientists; terrorists shopping for weapons grade materials on the black market.,heard horror stories attempts rogue states recruit soviet weapons scientists terrorists shopping weapons grade materials black market,hear horror story attempt rogue state recruit soviet weapon scientist terrorist shop weapon grade material black market
